fold,validation_year,horizon_min,threshold,cost_bps_round_trip,train_rows,validation_rows,best_iteration,trades,longs,shorts,gross_return_sum,net_return_sum,compound_return,win_rate,profit_factor,max_drawdown,avg_trade_net
3,2024,5,0.0001,2.0,412145,412002,21,0,0,0,0.0,0.0,0.0,,,,
3,2024,5,0.0001,5.0,412145,412002,21,0,0,0,0.0,0.0,0.0,,,,
3,2024,5,0.0002,0.0,412145,412002,21,0,0,0,0.0,0.0,0.0,,,,
3,2024,5,0.0002,1.0,412145,412002,21,0,0,0,0.0,0.0,0.0,,,,
3,2024,5,0.0002,2.0,412145,412002,21,0,0,0,0.0,0.0,0.0,,,,
3,2024,5,0.0002,5.0,412145,412002,21,0,0,0,0.0,0.0,0.0,,,,
3,2024,5,0.0005,0.0,412145,412002,21,0,0,0,0.0,0.0,0.0,,,,
3,2024,5,0.0005,1.0,412145,412002,21,0,0,0,0.0,0.0,0.0,,,,
3,2024,5,0.0005,2.0,412145,412002,21,0,0,0,0.0,0.0,0.0,,,,
3,2024,5,0.0005,5.0,412145,412002,21,0,0,0,0.0,0.0,0.0,,,,
3,2024,15,0.0,0.0,411609,411422,31,27475,12167,15308,0.15487280321146646,0.15487280321146646,0.15598399992166812,0.4335941765241128,1.0219453732655397,-0.13910394739487553,5.636862719252646e-06
3,2024,15,0.0,1.0,411609,411422,31,27475,12167,15308,0.15487280321146646,-2.5926271967885337,-0.9259246122096274,0.3744494995450409,0.7017958159457727,-0.9259280013387107,-9.436313728074736e-05
3,2024,15,0.0,2.0,411609,411422,31,27475,12167,15308,0.15487280321146646,-5.340127196788535,-0.9952545576773226,0.31479526842584166,0.4911633814652796,-0.9952536083990025,-0.0001943631372807474
3,2024,15,0.0,5.0,411609,411422,31,27475,12167,15308,0.15487280321146646,-13.582627196788534,-0.9999987544284332,0.1848589626933576,0.18761843378252652,-0.9999987538053359,-0.0004943631372807474
3,2024,15,0.0001,0.0,411609,411422,31,182,1,181,0.02945913699168324,0.02945913699168324,0.029322675346882043,0.5384615384615384,1.1899331042419556,-0.025471973040160134,0.0001618633900641936
3,2024,15,0.0001,1.0,411609,411422,31,182,1,181,0.02945913699168324,0.01125913699168324,0.010760394787767469,0.5164835164835165,1.0687723957923627,-0.029753209121696544,6.186339006419363e-05
3,2024,15,0.0001,2.0,411609,411422,31,182,1,181,0.02945913699168324,-0.006940863008316757,-0.007468949281308146,0.489010989010989,0.9598416267590515,-0.034124086781741725,-3.813660993580636e-05
3,2024,15,0.0001,5.0,411609,411422,31,182,1,181,0.02945913699168324,-0.06154086300831676,-0.06021822962731149,0.42857142857142855,0.6954201152461216,-0.06865258253642881,-0.00033813660993580635
3,2024,15,0.0002,0.0,411609,411422,31,43,0,43,-0.013211560151915066,-0.013211560151915066,-0.013286297092954147,0.4418604651162791,0.7649419658633789,-0.017553451961638045,-0.00030724558492825735
3,2024,15,0.0002,1.0,411609,411422,31,43,0,43,-0.013211560151915066,-0.01751156015191507,-0.017521598482276635,0.4186046511627907,0.7013669891974597,-0.02089001237487187,-0.00040724558492825745
3,2024,15,0.0002,2.0,411609,411422,31,43,0,43,-0.013211560151915066,-0.02181156015191506,-0.021739141562566844,0.3953488372093023,0.6438218025570002,-0.024544987200703527,-0.0005072455849282572
3,2024,15,0.0002,5.0,411609,411422,31,43,0,43,-0.013211560151915066,-0.034711560151915066,-0.034285946435631875,0.3488372093023256,0.49924621822745574,-0.036189459677965496,-0.0008072455849282574
3,2024,15,0.0005,0.0,411609,411422,31,0,0,0,0.0,0.0,0.0,,,,
3,2024,15,0.0005,1.0,411609,411422,31,0,0,0,0.0,0.0,0.0,,,,
3,2024,15,0.0005,2.0,411609,411422,31,0,0,0,0.0,0.0,0.0,,,,
3,2024,15,0.0005,5.0,411609,411422,31,0,0,0,0.0,0.0,0.0,,,,
3,2024,30,0.0,0.0,410805,410552,11,13735,11715,2020,0.17436759152663317,0.17436759152663317,0.1788357954566271,0.4299963596650892,1.0352344574624557,-0.14624833998707543,1.2695128614971473e-05
3,2024,30,0.0,1.0,410805,410552,11,13735,11715,2020,0.17436759152663317,-1.1991324084733668,-0.7015120966798564,0.3888605751729159,0.7917715691945207,-0.7042832235319756,-8.730487138502852e-05
3,2024,30,0.0,2.0,410805,410552,11,13735,11715,2020,0.17436759152663317,-2.5726324084733667,-0.9244315533846276,0.35020021842009463,0.611696440070444,-0.9246390107672086,-0.0001873048713850285
3,2024,30,0.0,5.0,410805,410552,11,13735,11715,2020,0.17436759152663317,-6.693132408473367,-0.9987747528860657,0.24346559883509283,0.29797944345676486,-0.9987741399560437,-0.00048730487138502857
3,2024,30,0.0001,0.0,410805,410552,11,212,0,212,-0.0032785262592336505,-0.0032785262592336505,-0.003974066058340164,0.49056603773584906,0.9836385614628551,-0.02893141972206692,-1.5464746505819108e-05
3,2024,30,0.0001,1.0,410805,410552,11,212,0,212,-0.0032785262592336505,-0.02447852625923365,-0.024869052920983514,0.4669811320754717,0.8842517739475446,-0.041152693121603745,-0.00011546474650581909
3,2024,30,0.0001,2.0,410805,410552,11,212,0,212,-0.0032785262592336505,-0.045678526259233666,-0.04532772172082766,0.44339622641509435,0.795213258383455,-0.057885612840564815,-0.0002154647465058192
3,2024,30,0.0001,5.0,410805,410552,11,212,0,212,-0.0032785262592336505,-0.10927852625923366,-0.10417557237671937,0.36792452830188677,0.5809370845286095,-0.10650600682267397,-0.0005154647465058192
