horizon_min,validation_year,feature,auc,advantage_abs,n
60,2024,return_15m,0.4866394993036016,0.01336050069639838,42993
60,2024,return_30m,0.4886726308549155,0.011327369145084476,42993
60,2024,return_60m,0.4873609330099197,0.012639066990080328,42993
60,2024,candle_range,0.4982008727367161,0.0017991272632839062,42993
60,2024,body,0.4900778167808056,0.009922183219194414,42993
60,2024,abs_body,0.5014084474910412,0.001408447491041187,42993
60,2024,upper_wick,0.49532043036473605,0.004679569635263947,42993
60,2024,lower_wick,0.5018598760828173,0.0018598760828173466,42993
60,2024,body_range_ratio,0.503530953300715,0.0035309533007149563,42993
60,2024,upper_wick_ratio,0.4961154509661826,0.0038845490338174082,42993
60,2024,lower_wick_ratio,0.5009924428798127,0.000992442879812705,42993
60,2024,volatility_15m,0.5001331505781226,0.00013315057812257614,42993
60,2024,volatility_30m,0.4997188743361929,0.00028112566380711357,42993
60,2024,volatility_60m,0.4992844572788768,0.0007155427211231746,42993
60,2024,volatility_240m,0.5026274780679152,0.00262747806791519,42993
60,2024,momentum_5m,0.48810974087641235,0.011890259123587654,42993
60,2024,momentum_15m,0.4862770188414937,0.013722981158506287,42993
60,2024,momentum_30m,0.48803768175565165,0.011962318244348347,42993
60,2024,momentum_60m,0.4865087504431684,0.01349124955683162,42993
60,2024,sma_15,0.49285610645516176,0.007143893544838242,42993
60,2024,sma_60,0.49310617026495157,0.006893829735048429,42993
60,2024,sma_240,0.4933761059844902,0.006623894015509779,42993
60,2024,distance_sma_15,0.4845193453339587,0.015480654666041316,42993
60,2024,distance_sma_60,0.4860331192597239,0.013966880740276078,42993
60,2024,distance_sma_240,0.4860296787855801,0.013970321214419879,42993
60,2024,sma_15_slope,0.4888095818937611,0.011190418106238886,42993
60,2024,sma_60_slope,0.4873926421892014,0.01260735781079858,42993
60,2024,sma_240_slope,0.4890034953872773,0.010996504612722724,42993
60,2024,rolling_high_60,0.4927046084887672,0.007295391511232818,42993
60,2024,rolling_low_60,0.49335612456075184,0.006643875439248159,42993
60,2024,rolling_high_240,0.4932268590185124,0.006773140981487624,42993
60,2024,rolling_low_240,0.4933919063592848,0.006608093640715185,42993
60,2024,distance_high_60,0.48805400042437647,0.011945999575623534,42993
60,2024,distance_low_60,0.4849658967581652,0.015034103241834795,42993
60,2024,distance_high_240,0.48094143438630227,0.01905856561369773,42993
60,2024,distance_low_240,0.49005430271768485,0.009945697282315147,42993
60,2024,hour_sin,0.5015174019832771,0.0015174019832771002,42993
60,2024,hour_cos,0.49785486816638724,0.0021451318336127567,42993
60,2024,minute_sin,0.4998272389709014,0.00017276102909857816,42993
60,2024,minute_cos,0.503075664611885,0.0030756646118850206,42993
60,2025,return_1m,0.4924771578325161,0.00752284216748389,42874
60,2025,return_5m,0.4900026239716804,0.009997376028319627,42874
60,2025,return_15m,0.48504444100304356,0.014955558996956442,42874
60,2025,return_30m,0.4804462425425517,0.019553757457448306,42874
60,2025,return_60m,0.47779148532302423,0.022208514676975766,42874
60,2025,candle_range,0.5067545214755513,0.006754521475551334,42874
60,2025,body,0.49178269227632787,0.00821730772367213,42874
60,2025,abs_body,0.5027207843009371,0.00272078430093714,42874
60,2025,upper_wick,0.503280529522813,0.0032805295228129916,42874
60,2025,lower_wick,0.5061633219862167,0.006163321986216719,42874
60,2025,body_range_ratio,0.4987510396129292,0.0012489603870707855,42874
60,2025,upper_wick_ratio,0.5002547745400264,0.00025477454002642563,42874
60,2025,lower_wick_ratio,0.5014272748106812,0.0014272748106811672,42874
60,2025,volatility_15m,0.5145901536376734,0.014590153637673353,42874
60,2025,volatility_30m,0.5157752319001545,0.015775231900154507,42874
60,2025,volatility_60m,0.513748030259272,0.01374803025927196,42874
60,2025,volatility_240m,0.5008987380002861,0.000898738000286059,42874
60,2025,momentum_5m,0.48991221125534823,0.010087788744651771,42874
60,2025,momentum_15m,0.48482392130323665,0.015176078696763351,42874
60,2025,momentum_30m,0.4799256026261649,0.020074397373835096,42874
60,2025,momentum_60m,0.477489367663211,0.022510632336789016,42874
60,2025,sma_15,0.48937398225596,0.010626017744039984,42874
60,2025,sma_60,0.48977014802249763,0.010229851977502369,42874
60,2025,sma_240,0.4903481827437387,0.009651817256261297,42874
60,2025,distance_sma_15,0.4857111587072258,0.01428884129277419,42874
60,2025,distance_sma_60,0.4768662265652349,0.02313377343476508,42874
60,2025,distance_sma_240,0.4809308552702919,0.01906914472970811,42874
60,2025,sma_15_slope,0.48469780811353524,0.015302191886464755,42874
60,2025,sma_60_slope,0.4800835022620684,0.019916497737931582,42874
60,2025,sma_240_slope,0.5017018216347924,0.0017018216347923776,42874
60,2025,rolling_high_60,0.4899800773394722,0.010019922660527814,42874
60,2025,rolling_low_60,0.48964184398286037,0.01035815601713963,42874
60,2025,rolling_high_240,0.49086757917522417,0.009132420824775833,42874
60,2025,rolling_low_240,0.49004602465427577,0.00995397534572423,42874
60,2025,distance_high_60,0.47014541249059255,0.02985458750940745,42874
60,2025,distance_low_60,0.489230479946119,0.010769520053880988,42874
60,2025,distance_high_240,0.4718051184500337,0.0281948815499663,42874
60,2025,distance_low_240,0.48914939883001274,0.010850601169987262,42874
60,2025,hour_sin,0.5002293344561325,0.0002293344561324906,42874
60,2025,hour_cos,0.4976243690819311,0.002375630918068916,42874
60,2025,minute_sin,0.49695051390553874,0.0030494860944612623,42874
60,2025,minute_cos,0.5023217174338609,0.0023217174338608926,42874
