outer_fold,inner_year,outer_year,horizon_min,threshold,inner_trades,inner_compound_2bps,inner_profit_factor_2bps,inner_win_rate_2bps,inner_mdd_2bps,inner_avg_hold_minutes_2bps,inner_directional_accuracy_2bps,min_required_trades,eligible,selection_reason
4,2024,2025,30,0.55,4187,-0.5218088328768852,0.4683257502142846,0.5187485072844519,-0.5225980644140501,4.244088846429424,0.5156436589443516,434,True,
4,2024,2025,30,0.6,449,-0.0663429455116844,0.5050773800349083,0.532293986636971,-0.06624234904426729,6.514476614699332,0.5100222717149221,434,True,max_inner_2bps_compound_return_with_min_trades
4,2024,2025,30,0.65,76,-0.005198728930218888,0.700581070732742,0.5657894736842105,-0.005200050980737836,17.710526315789473,0.4868421052631579,434,False,
4,2024,2025,30,0.7,46,7.003405459049539e-05,1.009496407364832,0.6304347826086957,-0.002027284258626638,21.41304347826087,0.5217391304347826,434,False,
4,2024,2025,30,0.75,32,0.000402185793874521,1.076000488055319,0.6875,-0.0022061018776183827,20.5,0.53125,434,False,
4,2024,2025,30,0.8,20,0.000571033611968863,1.1720497427347072,0.65,-0.001827098257727866,18.35,0.65,434,False,
4,2024,2025,60,0.34,42820,-0.9997182781648007,0.44244875669635375,0.5060252218589444,-0.9997183061341129,7.299065857076132,0.5038533395609528,429,True,
4,2024,2025,60,0.4,42733,-0.999709587513312,0.4431498317228427,0.5065172115227108,-0.999709616345431,7.245079914819929,0.5044813142068191,429,True,
4,2024,2025,60,0.45,42511,-0.999701946967305,0.44270547304967994,0.5065982922067229,-0.9997019765579765,7.141492790101386,0.5046693796899626,429,True,
4,2024,2025,60,0.5,40741,-0.9995483054612049,0.4465321621341535,0.5090940330379716,-0.9995484399803981,6.810387570260916,0.5075722245403893,429,True,
4,2024,2025,60,0.55,2826,-0.3661039779830595,0.4919384336888938,0.5258315640481246,-0.36623050362263354,14.35102618542109,0.5166312809624911,429,True,
4,2024,2025,60,0.6,697,-0.08366122927803643,0.5586604184495554,0.5451936872309899,-0.08482348115135385,25.724533715925393,0.5208034433285509,429,True,max_inner_2bps_compound_return_with_min_trades
4,2024,2025,60,0.65,248,-0.021960815933576905,0.6479637011410504,0.5766129032258065,-0.0233126770526787,31.657258064516128,0.5241935483870968,429,False,
4,2024,2025,60,0.7,86,-0.0013583649751975901,0.9222193864779564,0.6511627906976745,-0.0035995697347023237,37.96511627906977,0.5930232558139535,429,False,
4,2024,2025,60,0.75,50,0.004029606877264502,1.5758655352567312,0.74,-0.0013995100000001592,41.7,0.72,429,False,
4,2024,2025,60,0.8,34,0.00414291162179925,2.1444248056490416,0.7941176470588235,-0.0013995100000002703,39.38235294117647,0.7352941176470589,429,False,
